,0,1,2,3,4,5,6,7,8,9,10,11
1715,0301010001020020010,完全失業率（男）,,3,1,1,%,1998CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,ILOSTAT （労働統計総合データベース）
1716,0301010001020020010,完全失業率（男）,,3,2,1,%,1953CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1717,0301010001020020010,完全失業率（男）,,4,2,1,%,1953FY00,9999FY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,2010年国勢調査基準による数値。,労働力調査（基本集計）
1718,0301010001020030010,（前年同月増減）完全失業者（男）,,1,2,1,万人,19730700,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1719,0301010001020030010,（前年同期増減）完全失業者（男）,,2,2,1,万人,19841Q00,99994Q00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1720,0301010001020030010,（前年増減）完全失業者（男）,,3,2,1,万人,1974CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1721,0301010001020030010,（前年度増減）完全失業者（男）,,4,2,1,万人,1974FY00,9999FY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1722,0301010001020060010,（前年同月増減）完全失業率（男）,,1,2,1,ポイント,19730700,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1723,0301010001020060010,（前年増減）完全失業率（男）,,3,2,1,ポイント,1974CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1724,0301010001020060010,（前年度増減）完全失業率（男）,,4,2,1,ポイント,1974FY00,9999FY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1725,0301010001030010010,非労働力人口（男）,,1,2,1,万人,19680100,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1726,0301010001030010010,（季節調整値）非労働力人口（男）,季)非労働力人口（男）,1,2,2,万人,19530100,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1727,0301010001030010010,非労働力人口（男）,,2,2,1,万人,19831Q00,99994Q00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,,労働力調査（基本集計）
1728,0301010001030010010,非労働力人口（男）,,3,2,1,万人,1953CY00,9999CY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,,労働力調査（基本集計）
1729,0301010001030010010,非労働力人口（男）,,4,2,1,万人,1953FY00,9999FY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,2010年国勢調査基準による数値。,労働力調査（基本集計）
1730,0301010001030030010,（前年同月増減）非労働力人口（男）,,1,2,1,万人,19730700,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,,労働力調査（基本集計）
1731,0301010001030030010,（前年同期増減）非労働力人口（男）,,2,2,1,万人,19841Q00,99994Q00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,,労働力調査（基本集計）
1732,0301010001030030010,（前年増減）非労働力人口（男）,,3,2,1,万人,1974CY00,9999CY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,,労働力調査（基本集計）
1733,0301010001030030010,（前年度増減）非労働力人口（男）,,4,2,1,万人,1974FY00,9999FY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,,労働力調査（基本集計）
1734,0301010002010010010,就業者（女）,,1,2,1,万人,19680100,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1735,0301010002010010010,（季節調整値）就業者（女）,季)就業者（女）,1,2,2,万人,19530100,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1736,0301010002010010010,就業者（女）,,2,2,1,万人,19831Q00,99994Q00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,,労働力調査（基本集計）
1737,0301010002010010010,就業者（女）,,3,1,1,千人,1998CY00,9999CY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,,ILOSTAT （労働統計総合データベース）
1738,0301010002010010010,就業者（女）,,3,2,1,万人,1953CY00,9999CY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,,労働力調査（基本集計）
1739,0301010002010010010,就業者（女）,,4,2,1,万人,1953FY00,9999FY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,2010年国勢調査基準による数値。,労働力調査（基本集計）
1740,0301010002010020000,就業率（女）,,1,2,1,%,19680100,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;就業率=15歳以上の人口に占める「就業者」の割合,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1741,0301010002010020000,就業率（女）,,2,2,1,%,19831Q00,99994Q00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;就業率=15歳以上の人口に占める「就業者」の割合,,労働力調査（基本集計）
1742,0301010002010020000,就業率（女）,,3,2,1,%,1953CY00,9999CY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;就業率=15歳以上の人口に占める「就業者」の割合,,労働力調査（基本集計）
1743,0301010002010030010,（前年同月増減）就業者（女）,,1,2,1,万人,19730700,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,,労働力調査（基本集計）
1744,0301010002010030010,（前年同期増減）就業者（女）,,2,2,1,万人,19841Q00,99994Q00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,,労働力調査（基本集計）
1745,0301010002010030010,（前年増減）就業者（女）,,3,2,1,万人,1974CY00,9999CY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,,労働力調査（基本集計）
1746,0301010002010030010,（前年度増減）就業者（女）,,4,2,1,万人,1974FY00,9999FY00,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;従業者= 調査週間中に賃金，給料，諸手当，内職収入などの収入を伴う仕事（以下「仕事」という。）を1時間以上した者;休業者=仕事を持ちながら，調査週間中に少しも仕事をしなかった者のうち，給料・賃金の支払を受けている者又は受けることになっている雇用者及び自分の経営する事業を持ったままで，その仕事を休み始めてから30日にならない自営業主,,労働力調査（基本集計）
1747,0301010002020010010,完全失業者（女）,,1,2,1,万人,19680100,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1748,0301010002020010010,（季節調整値）完全失業者（女）,季)完全失業者（女）,1,2,2,万人,19530100,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1749,0301010002020010010,完全失業者（女）,,2,2,1,万人,19831Q00,99994Q00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1750,0301010002020010010,完全失業者（女）,,3,1,1,千人,1998CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,ILOSTAT （労働統計総合データベース）
1751,0301010002020010010,完全失業者（女）,,3,2,1,万人,1953CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1752,0301010002020010010,完全失業者（女）,,4,2,1,万人,1953FY00,9999FY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,2010年国勢調査基準による数値。,労働力調査（基本集計）
1753,0301010002020020010,完全失業率（女）,,1,2,1,%,19680100,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1754,0301010002020020010,（季節調整値）完全失業率（女）,季)完全失業率（女）,1,2,2,%,19530100,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1755,0301010002020020010,完全失業率（女）,,2,2,1,%,19831Q00,99994Q00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1756,0301010002020020010,完全失業率（女）,,3,1,1,%,1998CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,ILOSTAT （労働統計総合データベース）
1757,0301010002020020010,完全失業率（女）,,3,2,1,%,1953CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1758,0301010002020020010,完全失業率（女）,,4,2,1,%,1953FY00,9999FY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,2010年国勢調査基準による数値。,労働力調査（基本集計）
1759,0301010002020030010,（前年同月増減）完全失業者（女）,,1,2,1,万人,19730700,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1760,0301010002020030010,（前年同期増減）完全失業者（女）,,2,2,1,万人,19841Q00,99994Q00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1761,0301010002020030010,（前年増減）完全失業者（女）,,3,2,1,万人,1974CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1762,0301010002020030010,（前年度増減）完全失業者（女）,,4,2,1,万人,1974FY00,9999FY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。,,労働力調査（基本集計）
1763,0301010002020060010,（前年同月増減）完全失業率（女）,,1,2,1,ポイント,19730700,99991200,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1764,0301010002020060010,（前年増減）完全失業率（女）,,3,2,1,ポイント,1974CY00,9999CY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1765,0301010002020060010,（前年度増減）完全失業率（女）,,4,2,1,ポイント,1974FY00,9999FY00,完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;完全失業率=「労働力人口（就業者＋完全失業者）」に占める「完全失業者」の割合\n各国のデータについては出典参照。,,労働力調査（基本集計）
1766,0301010002030010010,非労働力人口（女）,,1,2,1,万人,19680100,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
1767,0301010002030010010,（季節調整値）非労働力人口（女）,季)非労働力人口（女）,1,2,2,万人,19530100,99991200,就業者=「従業者」と「休業者」を合わせたもの。\n各国のデータは，調査期間中に働いていた一定年齢以上の有給の雇用者（軍隊を含む。）及び自営業主（無給の家族従業者を含む。）の数。正規の雇用関係にある休業者を含む。;完全失業者=次の3つの条件を満たす者\n1.仕事がなくて調査週間中に少しも仕事をしなかった。\n2.仕事があればすぐ就くことができる。\n3.調査週間中に，仕事を探す活動や事業を始める準備をしていた。\n各国のデータについては出典参照。;非労働力人口= 15歳以上の人口のうち，「就業者」と「完全失業者」以外の者,1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており，それぞれ切替えに伴う変動がある。;1972年6月以前は沖縄を除く。,労働力調査（基本集計）
